11,16,6,4,6
11,16,7,34,4
11,16,7,36,35
11,16,7,37,2
11,16,7,37,10
11,16,7,37,13
11,16,7,40,51
11,16,7,41,18
11,16,7,44,17
11,16,7,44,48
11,16,7,47,38
11,16,7,48,2
11,16,7,49,19
11,16,7,49,22
11,16,7,50,1
11,16,7,50,13
11,16,7,50,40
11,16,7,50,52
11,16,7,51,23
11,16,7,51,31
11,16,7,51,44
11,16,7,51,45
11,16,7,51,48
11,16,7,52,9
11,16,7,52,30
11,16,7,53,50
11,16,7,54,4
11,16,7,54,7
11,16,7,54,12
11,16,7,54,39
11,16,7,54,42
11,16,7,54,45
11,16,7,54,52
11,16,7,56,16
11,16,7,56,22
11,16,7,56,36
11,16,7,56,49
11,16,7,57,9
11,16,7,57,31
11,16,7,57,34
11,16,7,58,23
11,16,7,58,30
11,16,7,58,32
11,16,7,59,36
11,16,7,59,48
11,16,7,59,50
11,16,7,59,52
11,16,7,59,54
11,16,8,0,16
11,16,8,0,19
11,16,8,0,20
11,16,8,0,24
11,16,8,0,28
11,16,8,0,29
11,16,8,0,38
11,16,8,0,56
11,16,8,1,23
11,16,8,2,40
11,16,8,2,42
11,16,8,2,49
11,16,8,3,14
11,16,8,3,18
11,16,8,3,51
11,16,8,3,54
11,16,8,4,5
11,16,8,4,24
11,16,8,4,59
11,16,8,5,1
11,16,8,5,38
11,16,8,6,0
11,16,8,6,11
11,16,8,6,14
11,16,8,6,16
11,16,8,6,20
11,16,8,6,23
11,16,8,6,54
11,16,8,6,58
11,16,8,7,17
11,16,8,7,22
11,16,8,7,24
11,16,8,7,28
11,16,8,7,30
11,16,8,7,34
11,16,8,7,36
11,16,8,8,15
11,16,8,8,17
11,16,8,8,40
11,16,8,9,29
11,16,8,9,31
11,16,8,9,43
11,16,8,9,45
11,16,8,10,17
11,16,8,10,27
11,16,8,10,44
11,16,8,10,46
11,16,8,10,47
11,16,8,10,49
11,16,8,11,17
11,16,8,11,19
11,16,8,11,36
11,16,8,11,55
11,16,8,11,57
11,16,8,12,9
11,16,8,12,11
11,16,8,12,16
11,16,8,12,25
11,16,8,12,51
11,16,8,13,15
11,16,8,14,6
11,16,8,14,10
11,16,8,14,27
11,16,8,15,14
11,16,8,15,16
11,16,8,16,6
11,16,8,16,17
11,16,8,16,30
11,16,8,16,32
11,16,8,20,9
11,16,8,20,20
11,16,8,20,30
11,16,8,20,37
11,16,8,20,45
11,16,8,21,7
11,16,8,21,21
11,16,8,21,23
11,16,8,24,47
11,16,8,25,50
11,16,8,28,35
11,16,8,29,34
11,16,8,31,8
11,16,8,31,29
11,16,8,35,0
11,16,8,39,42
11,16,8,39,44
11,16,8,42,5
11,16,8,48,6
11,16,8,55,20
11,16,8,55,22
11,16,8,55,46
11,16,8,57,20
11,16,8,58,34
11,16,8,59,6
11,16,9,3,37
11,16,9,4,4
11,16,9,5,8
11,16,9,5,34
11,16,9,5,36
11,16,9,5,39
11,16,9,6,59
11,16,9,7,6
11,16,9,7,45
11,16,9,8,6
11,16,9,8,13
11,16,9,8,15
11,16,9,9,24
11,16,9,9,26
11,16,9,9,45
11,16,9,9,47
11,16,9,15,24
11,16,9,15,25
11,16,9,45,5
11,16,9,47,14
11,16,9,48,14
11,16,9,50,19
11,16,9,50,21
11,16,9,52,40
11,16,9,53,4
11,16,9,54,13
11,16,9,55,47
11,16,9,59,52
11,16,10,1,42
11,16,10,2,45
11,16,10,2,55
11,16,10,5,26
11,16,10,5,28
11,16,10,5,30
11,16,10,5,34
11,16,10,6,37
11,16,10,7,6
11,16,10,7,28
11,16,10,8,31
11,16,10,9,6
11,16,10,9,49
11,16,10,11,1
11,16,10,11,6
11,16,10,11,38
11,16,10,11,50
11,16,10,12,5
11,16,10,12,48
11,16,10,13,41
11,16,10,17,11
11,16,10,17,49
11,16,10,19,46
11,16,10,26,26
11,16,10,31,44
11,16,10,37,49
11,16,10,38,52
11,16,10,38,56
11,16,10,39,20
11,16,10,39,37
11,16,10,40,23
11,16,10,48,45
11,16,10,48,47
11,16,10,48,49
11,16,10,49,1
11,16,10,55,0
11,16,10,57,1
11,16,10,58,11
11,16,10,58,29
11,16,10,59,19
11,16,11,0,52
11,16,11,0,54
11,16,11,1,4
11,16,11,1,29
11,16,11,2,28
11,16,11,2,30
11,16,11,2,33
11,16,11,4,8
11,16,11,5,22
11,16,11,5,48
11,16,11,6,30
11,16,11,7,58
11,16,11,10,32
11,16,11,10,38
11,16,11,11,22
11,16,11,13,6
11,16,11,14,51
11,16,11,16,50
11,16,11,17,25
11,16,11,31,45
11,16,11,40,41
11,16,11,41,19
11,16,11,41,28
11,16,11,42,35
11,16,11,44,17
11,16,11,49,16
11,16,11,49,20
11,16,11,49,30
11,16,11,49,38
11,16,11,49,52
11,16,11,50,1
11,16,11,50,7
11,16,11,50,38
11,16,11,50,41
11,16,11,52,3
11,16,11,52,49
11,16,11,52,51
11,16,11,52,56
11,16,11,53,2
11,16,11,53,3
11,16,11,54,23
11,16,11,54,26
11,16,11,54,43
11,16,11,54,46
11,16,11,54,59
11,16,11,55,32
11,16,11,55,34
